,曲名,アーティスト名,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
59,Shining One,BE:FIRST,55895,https://open.spotify.com/track/7DTKSwO1kTAJDu9Q5U73UZ,0.716,0.737,7,-5.671,0,0.0851,0.115,0.0,0.138,0.573,144.986,audio_features,7DTKSwO1kTAJDu9Q5U73UZ,spotify:track:7DTKSwO1kTAJDu9Q5U73UZ,https://api.spotify.com/v1/tracks/7DTKSwO1kTAJDu9Q5U73UZ,https://api.spotify.com/v1/audio-analysis/7DTKSwO1kTAJDu9Q5U73UZ,244107,4
60,ミライチズ,Yoru no Hitowarai,55613,https://open.spotify.com/track/3mSqtn05vfpqAMpFTLsxpi,0.456,0.873,7,-2.086,1,0.0496,0.0849,2.26e-06,0.051,0.604,205.959,audio_features,3mSqtn05vfpqAMpFTLsxpi,spotify:track:3mSqtn05vfpqAMpFTLsxpi,https://api.spotify.com/v1/tracks/3mSqtn05vfpqAMpFTLsxpi,https://api.spotify.com/v1/audio-analysis/3mSqtn05vfpqAMpFTLsxpi,239613,4
61,白日,King Gnu,54768,https://open.spotify.com/track/172fMG26G2OoEzzg0wn26r,0.599,0.891,1,-3.242,1,0.116,0.562,0.0,0.322,0.694,93.029,audio_features,172fMG26G2OoEzzg0wn26r,spotify:track:172fMG26G2OoEzzg0wn26r,https://api.spotify.com/v1/tracks/172fMG26G2OoEzzg0wn26r,https://api.spotify.com/v1/audio-analysis/172fMG26G2OoEzzg0wn26r,276373,4
62,題名のない今日,HIRAIDAI,53887,https://open.spotify.com/track/6skNbV22epX2yHu4O2hYSx,0.707,0.479,11,-6.088,1,0.0328,0.2,0.0,0.384,0.633,87.012,audio_features,6skNbV22epX2yHu4O2hYSx,spotify:track:6skNbV22epX2yHu4O2hYSx,https://api.spotify.com/v1/tracks/6skNbV22epX2yHu4O2hYSx,https://api.spotify.com/v1/audio-analysis/6skNbV22epX2yHu4O2hYSx,193709,4
63,Shivers,Ed Sheeran,53677,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,75MNhvTCCKsST3YqqUiU9r,spotify:track:75MNhvTCCKsST3YqqUiU9r,https://api.spotify.com/v1/tracks/75MNhvTCCKsST3YqqUiU9r,https://api.spotify.com/v1/audio-analysis/75MNhvTCCKsST3YqqUiU9r,207853,4
64,Tokimeki,Vaundy,53517,https://open.spotify.com/track/18gB0d6DaRPvrQBbl7WEuk,0.657,0.697,5,-7.392,1,0.0297,0.00105,0.0225,0.286,0.915,120.028,audio_features,18gB0d6DaRPvrQBbl7WEuk,spotify:track:18gB0d6DaRPvrQBbl7WEuk,https://api.spotify.com/v1/tracks/18gB0d6DaRPvrQBbl7WEuk,https://api.spotify.com/v1/audio-analysis/18gB0d6DaRPvrQBbl7WEuk,212000,4
65,MIRROR MIRROR,HIRAIDAI,51468,https://open.spotify.com/track/0Sp31BXc9dedQnfKYCiojE,0.595,0.642,11,-4.895,1,0.0544,0.178,0.0,0.091,0.562,157.674,audio_features,0Sp31BXc9dedQnfKYCiojE,spotify:track:0Sp31BXc9dedQnfKYCiojE,https://api.spotify.com/v1/tracks/0Sp31BXc9dedQnfKYCiojE,https://api.spotify.com/v1/audio-analysis/0Sp31BXc9dedQnfKYCiojE,186650,4
66,LALISA,LISA,51243,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,audio_features,7uQZVznj0uQOGC9KhV2Mg6,spotify:track:7uQZVznj0uQOGC9KhV2Mg6,https://api.spotify.com/v1/tracks/7uQZVznj0uQOGC9KhV2Mg6,https://api.spotify.com/v1/audio-analysis/7uQZVznj0uQOGC9KhV2Mg6,200690,4
67,ピーターパン,優里,49546,https://open.spotify.com/track/0Ic9yiyHCoRCSvPoqTagat,0.629,0.91,11,-3.463,0,0.0507,0.0357,0.0,0.11,0.426,111.965,audio_features,0Ic9yiyHCoRCSvPoqTagat,spotify:track:0Ic9yiyHCoRCSvPoqTagat,https://api.spotify.com/v1/tracks/0Ic9yiyHCoRCSvPoqTagat,https://api.spotify.com/v1/audio-analysis/0Ic9yiyHCoRCSvPoqTagat,214587,4
68,Life Goes On,BTS,49272,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,audio_features,249gnXrbfmV8NG6jTEMSwD,spotify:track:249gnXrbfmV8NG6jTEMSwD,https://api.spotify.com/v1/tracks/249gnXrbfmV8NG6jTEMSwD,https://api.spotify.com/v1/audio-analysis/249gnXrbfmV8NG6jTEMSwD,207481,4
69,Walking with you,Novelbright,49225,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd,0.422,0.969,7,-0.824,1,0.0591,0.00585,0.0,0.533,0.496,92.524,audio_features,7tGDXCPLpAScEwmqab9YZd,spotify:track:7tGDXCPLpAScEwmqab9YZd,https://api.spotify.com/v1/tracks/7tGDXCPLpAScEwmqab9YZd,https://api.spotify.com/v1/audio-analysis/7tGDXCPLpAScEwmqab9YZd,223187,4
70,Boy With Luv (feat. Halsey),BTS,49168,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,audio_features,5KawlOMHjWeUjQtnuRs22c,spotify:track:5KawlOMHjWeUjQtnuRs22c,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,229773,4
71,Ordinary days,milet,48905,https://open.spotify.com/track/6D5E8pz4YKYrjY9BqROTox,0.681,0.603,6,-5.963,1,0.0304,0.157,0.0,0.126,0.261,98.951,audio_features,6D5E8pz4YKYrjY9BqROTox,spotify:track:6D5E8pz4YKYrjY9BqROTox,https://api.spotify.com/v1/tracks/6D5E8pz4YKYrjY9BqROTox,https://api.spotify.com/v1/audio-analysis/6D5E8pz4YKYrjY9BqROTox,271453,4
72,Bad Habits,Ed Sheeran,48513,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,audio_features,6PQ88X9TkUIAUIZJHW2upE,spotify:track:6PQ88X9TkUIAUIZJHW2upE,https://api.spotify.com/v1/tracks/6PQ88X9TkUIAUIZJHW2upE,https://api.spotify.com/v1/audio-analysis/6PQ88X9TkUIAUIZJHW2upE,231041,4
73,青と夏,Mrs. GREEN APPLE,47873,https://open.spotify.com/track/5BC6kr6etk2Y9J62AyI4i3,0.31,0.891,4,-1.66,1,0.0469,0.00157,0.0,0.284,0.748,184.886,audio_features,5BC6kr6etk2Y9J62AyI4i3,spotify:track:5BC6kr6etk2Y9J62AyI4i3,https://api.spotify.com/v1/tracks/5BC6kr6etk2Y9J62AyI4i3,https://api.spotify.com/v1/audio-analysis/5BC6kr6etk2Y9J62AyI4i3,270027,4
74,怪獣の花唄,Vaundy,47619,https://open.spotify.com/track/4W29WmnGN1FlufURaBt8yw,0.425,0.939,2,-3.498,1,0.054,0.00361,0.0,0.331,0.638,150.015,audio_features,4W29WmnGN1FlufURaBt8yw,spotify:track:4W29WmnGN1FlufURaBt8yw,https://api.spotify.com/v1/tracks/4W29WmnGN1FlufURaBt8yw,https://api.spotify.com/v1/audio-analysis/4W29WmnGN1FlufURaBt8yw,224806,4
75,猫 〜THE FIRST TAKE ver.〜,DISH//,45958,https://open.spotify.com/track/25BJRpLBe3i6d8okphoRAm,0.635,0.578,8,-6.749,1,0.132,0.539,0.0,0.115,0.584,77.065,audio_features,25BJRpLBe3i6d8okphoRAm,spotify:track:25BJRpLBe3i6d8okphoRAm,https://api.spotify.com/v1/tracks/25BJRpLBe3i6d8okphoRAm,https://api.spotify.com/v1/audio-analysis/25BJRpLBe3i6d8okphoRAm,273893,4
76,恋人ごっこ,Macaroni Empitsu,44401,https://open.spotify.com/track/2SihT7AVMiI2VtaAyVIcnO,0.438,0.646,1,-5.301,1,0.0361,0.124,0.0,0.0603,0.745,102.033,audio_features,2SihT7AVMiI2VtaAyVIcnO,spotify:track:2SihT7AVMiI2VtaAyVIcnO,https://api.spotify.com/v1/tracks/2SihT7AVMiI2VtaAyVIcnO,https://api.spotify.com/v1/audio-analysis/2SihT7AVMiI2VtaAyVIcnO,200219,4
77,ily…,HIRAIDAI,44084,https://open.spotify.com/track/6amRvd3cJjQXJUnfjNboLU,0.678,0.343,1,-6.559,1,0.0292,0.286,0.0,0.0836,0.574,92.019,audio_features,6amRvd3cJjQXJUnfjNboLU,spotify:track:6amRvd3cJjQXJUnfjNboLU,https://api.spotify.com/v1/tracks/6amRvd3cJjQXJUnfjNboLU,https://api.spotify.com/v1/audio-analysis/6amRvd3cJjQXJUnfjNboLU,192165,4
78,Nijiiro no Sensou,SEKAI NO OWARI,43835,https://open.spotify.com/track/5lkk7V7MbxxVbJ93qUO81D,0.479,0.872,11,-5.11,0,0.0538,0.000833,2.1e-06,0.0784,0.544,170.037,audio_features,5lkk7V7MbxxVbJ93qUO81D,spotify:track:5lkk7V7MbxxVbJ93qUO81D,https://api.spotify.com/v1/tracks/5lkk7V7MbxxVbJ93qUO81D,https://api.spotify.com/v1/audio-analysis/5lkk7V7MbxxVbJ93qUO81D,337133,4
79,Lemon,Kenshi Yonezu,43549,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,0.525,0.646,11,-4.963,1,0.0268,0.304,0.0,0.297,0.373,86.957,audio_features,04TshWXkhV1qkqHzf31Hn6,spotify:track:04TshWXkhV1qkqHzf31Hn6,https://api.spotify.com/v1/tracks/04TshWXkhV1qkqHzf31Hn6,https://api.spotify.com/v1/audio-analysis/04TshWXkhV1qkqHzf31Hn6,255827,4
80,紅蓮華,LiSA,43540,https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,audio_features,0qMip0B2D4ePEjBJvAtYre,spotify:track:0qMip0B2D4ePEjBJvAtYre,https://api.spotify.com/v1/tracks/0qMip0B2D4ePEjBJvAtYre,https://api.spotify.com/v1/audio-analysis/0qMip0B2D4ePEjBJvAtYre,237587,4
81,たぶん,YOASOBI,43246,https://open.spotify.com/track/398dL22bDbKbAmiOnPaq7o,0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,audio_features,398dL22bDbKbAmiOnPaq7o,spotify:track:398dL22bDbKbAmiOnPaq7o,https://api.spotify.com/v1/tracks/398dL22bDbKbAmiOnPaq7o,https://api.spotify.com/v1/audio-analysis/398dL22bDbKbAmiOnPaq7o,256773,4
82,マリーゴールド,Aimyon,43062,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,0.545,0.745,2,-3.098,1,0.0286,0.0452,0.0,0.0907,0.413,106.094,audio_features,2cKiHG16JBiqHdi7Llq0r7,spotify:track:2cKiHG16JBiqHdi7Llq0r7,https://api.spotify.com/v1/tracks/2cKiHG16JBiqHdi7Llq0r7,https://api.spotify.com/v1/audio-analysis/2cKiHG16JBiqHdi7Llq0r7,306627,4
83,不思議,Gen Hoshino,42982,https://open.spotify.com/track/6NKn02oJDkUkRa9IHbMe3n,0.753,0.574,3,-4.57,1,0.0483,0.0512,3.71e-06,0.141,0.527,89.024,audio_features,6NKn02oJDkUkRa9IHbMe3n,spotify:track:6NKn02oJDkUkRa9IHbMe3n,https://api.spotify.com/v1/tracks/6NKn02oJDkUkRa9IHbMe3n,https://api.spotify.com/v1/audio-analysis/6NKn02oJDkUkRa9IHbMe3n,290000,4
84,Butter (feat. Megan Thee Stallion),BTS,42836,https://open.spotify.com/track/3JR0ducCexKbeK47g6AHm5,0.739,0.588,8,-4.971,1,0.136,0.00308,0.0,0.109,0.774,109.958,audio_features,3JR0ducCexKbeK47g6AHm5,spotify:track:3JR0ducCexKbeK47g6AHm5,https://api.spotify.com/v1/tracks/3JR0ducCexKbeK47g6AHm5,https://api.spotify.com/v1/audio-analysis/3JR0ducCexKbeK47g6AHm5,164457,4
85,snow jam,Rin音,42551,https://open.spotify.com/track/6uUtmCz8XXep7n1QmC1jJG,0.583,0.627,1,-5.842,1,0.201,0.185,0.0,0.159,0.805,172.016,audio_features,6uUtmCz8XXep7n1QmC1jJG,spotify:track:6uUtmCz8XXep7n1QmC1jJG,https://api.spotify.com/v1/tracks/6uUtmCz8XXep7n1QmC1jJG,https://api.spotify.com/v1/audio-analysis/6uUtmCz8XXep7n1QmC1jJG,185379,4
86,Stay Gold,BTS,41751,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,audio_features,3Ys2PYl1wyPKQIwyqhP9cQ,spotify:track:3Ys2PYl1wyPKQIwyqhP9cQ,https://api.spotify.com/v1/tracks/3Ys2PYl1wyPKQIwyqhP9cQ,https://api.spotify.com/v1/audio-analysis/3Ys2PYl1wyPKQIwyqhP9cQ,243267,4
87,燃えよ,Fujii Kaze,41638,https://open.spotify.com/track/7nWkch2lxmVbHOgKabM8qd,0.621,0.87,0,-6.157,1,0.0436,0.00165,2.04e-05,0.346,0.822,137.994,audio_features,7nWkch2lxmVbHOgKabM8qd,spotify:track:7nWkch2lxmVbHOgKabM8qd,https://api.spotify.com/v1/tracks/7nWkch2lxmVbHOgKabM8qd,https://api.spotify.com/v1/audio-analysis/7nWkch2lxmVbHOgKabM8qd,279617,4
88,優しい彗星,YOASOBI,40620,https://open.spotify.com/track/19fhOFi6pNGeZe5uiFlm7c,0.715,0.722,5,-4.62,1,0.0348,0.197,0.0,0.114,0.522,89.995,audio_features,19fhOFi6pNGeZe5uiFlm7c,spotify:track:19fhOFi6pNGeZe5uiFlm7c,https://api.spotify.com/v1/tracks/19fhOFi6pNGeZe5uiFlm7c,https://api.spotify.com/v1/audio-analysis/19fhOFi6pNGeZe5uiFlm7c,215333,4
89,あの夢をなぞって,YOASOBI,40197,https://open.spotify.com/track/5ptl2PXkiSth54HCuGO7vN,0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,audio_features,5ptl2PXkiSth54HCuGO7vN,spotify:track:5ptl2PXkiSth54HCuGO7vN,https://api.spotify.com/v1/tracks/5ptl2PXkiSth54HCuGO7vN,https://api.spotify.com/v1/audio-analysis/5ptl2PXkiSth54HCuGO7vN,240747,4
90,Make you happy,NiziU,39503,https://open.spotify.com/track/1LnJVIG1BaHTRznuOgR0yc,0.78,0.885,7,-3.745,1,0.122,0.0436,2.8e-05,0.105,0.808,160.087,audio_features,1LnJVIG1BaHTRznuOgR0yc,spotify:track:1LnJVIG1BaHTRznuOgR0yc,https://api.spotify.com/v1/tracks/1LnJVIG1BaHTRznuOgR0yc,https://api.spotify.com/v1/audio-analysis/1LnJVIG1BaHTRznuOgR0yc,184521,4
91,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,39211,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,audio_features,5Z9KJZvQzH6PFmb8SNkxuk,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/tracks/5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/audio-analysis/5Z9KJZvQzH6PFmb8SNkxuk,212353,4
92,Take a picture,NiziU,39207,https://open.spotify.com/track/0iEzzJ3zmNQqATy2MilumS,0.736,0.871,1,-4.139,1,0.0577,0.0504,0.000831,0.313,0.739,127.945,audio_features,0iEzzJ3zmNQqATy2MilumS,spotify:track:0iEzzJ3zmNQqATy2MilumS,https://api.spotify.com/v1/tracks/0iEzzJ3zmNQqATy2MilumS,https://api.spotify.com/v1/audio-analysis/0iEzzJ3zmNQqATy2MilumS,181347,4
93,ワタリドリ,[Alexandros],38741,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,0.508,0.964,9,-4.077,1,0.0831,0.00141,0.0,0.197,0.609,134.982,audio_features,0ve9Tpz8Yw0I4eXhWsy21o,spotify:track:0ve9Tpz8Yw0I4eXhWsy21o,https://api.spotify.com/v1/tracks/0ve9Tpz8Yw0I4eXhWsy21o,https://api.spotify.com/v1/audio-analysis/0ve9Tpz8Yw0I4eXhWsy21o,248707,4
94,Answer,幾田りら,38480,https://open.spotify.com/track/5hVAQTNarrb3lmWqg9Ens4,0.622,0.475,0,-6.199,1,0.036,0.512,0.0,0.127,0.388,79.954,audio_features,5hVAQTNarrb3lmWqg9Ens4,spotify:track:5hVAQTNarrb3lmWqg9Ens4,https://api.spotify.com/v1/tracks/5hVAQTNarrb3lmWqg9Ens4,https://api.spotify.com/v1/audio-analysis/5hVAQTNarrb3lmWqg9Ens4,246000,4
95,シル・ヴ・プレジデント,P丸様｡,38221,https://open.spotify.com/track/0nW1Aes1arNyR1fzEKXS2m,0.647,0.9,1,-2.383,1,0.113,0.0237,0.0225,0.314,0.746,175.926,audio_features,0nW1Aes1arNyR1fzEKXS2m,spotify:track:0nW1Aes1arNyR1fzEKXS2m,https://api.spotify.com/v1/tracks/0nW1Aes1arNyR1fzEKXS2m,https://api.spotify.com/v1/audio-analysis/0nW1Aes1arNyR1fzEKXS2m,190493,4
96,世界の秘密,Vaundy,38194,https://open.spotify.com/track/2T7ZvJAtL7xK04ww5rbmvo,0.683,0.53,6,-6.749,0,0.0614,0.142,0.0,0.0978,0.823,159.969,audio_features,2T7ZvJAtL7xK04ww5rbmvo,spotify:track:2T7ZvJAtL7xK04ww5rbmvo,https://api.spotify.com/v1/tracks/2T7ZvJAtL7xK04ww5rbmvo,https://api.spotify.com/v1/audio-analysis/2T7ZvJAtL7xK04ww5rbmvo,221250,4
97,インフェルノ,Mrs. GREEN APPLE,37800,https://open.spotify.com/track/2vOAHp8PBBFYqvQUWSoITY,0.533,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,audio_features,2vOAHp8PBBFYqvQUWSoITY,spotify:track:2vOAHp8PBBFYqvQUWSoITY,https://api.spotify.com/v1/tracks/2vOAHp8PBBFYqvQUWSoITY,https://api.spotify.com/v1/audio-analysis/2vOAHp8PBBFYqvQUWSoITY,211600,4
98,Shape of You,Ed Sheeran,37779,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4
99,ただ君に晴れ,ヨルシカ,37455,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,0.679,0.834,5,-3.223,1,0.032,0.343,5.74e-06,0.119,0.962,139.996,audio_features,3wJHCry960drNlAUGrJLmz,spotify:track:3wJHCry960drNlAUGrJLmz,https://api.spotify.com/v1/tracks/3wJHCry960drNlAUGrJLmz,https://api.spotify.com/v1/audio-analysis/3wJHCry960drNlAUGrJLmz,198971,4
100,桜が降る夜は,Aimyon,37443,https://open.spotify.com/track/1iEsGutpDvMJG0zYqoKKmQ,0.641,0.957,5,-2.574,1,0.0455,0.384,1.05e-06,0.218,0.71,106.995,audio_features,1iEsGutpDvMJG0zYqoKKmQ,spotify:track:1iEsGutpDvMJG0zYqoKKmQ,https://api.spotify.com/v1/tracks/1iEsGutpDvMJG0zYqoKKmQ,https://api.spotify.com/v1/audio-analysis/1iEsGutpDvMJG0zYqoKKmQ,274800,4
101,THATS WHAT I WANT,Lil Nas X,36025,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4
102,CHILDAYS,BLOOM VASE,35899,https://open.spotify.com/track/1g1AXdio16Yh5SXgPBXcfq,0.679,0.814,2,-2.459,1,0.0462,0.349,0.0,0.132,0.922,79.002,audio_features,1g1AXdio16Yh5SXgPBXcfq,spotify:track:1g1AXdio16Yh5SXgPBXcfq,https://api.spotify.com/v1/tracks/1g1AXdio16Yh5SXgPBXcfq,https://api.spotify.com/v1/audio-analysis/1g1AXdio16Yh5SXgPBXcfq,190735,4
103,花束のかわりにメロディーを,Shota Shimizu,35262,https://open.spotify.com/track/2028QNsVTmp5IF7UK4ZnaE,0.42,0.483,8,-5.345,1,0.0291,0.0784,1.05e-05,0.276,0.277,129.808,audio_features,2028QNsVTmp5IF7UK4ZnaE,spotify:track:2028QNsVTmp5IF7UK4ZnaE,https://api.spotify.com/v1/tracks/2028QNsVTmp5IF7UK4ZnaE,https://api.spotify.com/v1/audio-analysis/2028QNsVTmp5IF7UK4ZnaE,309440,4
104,春泥棒,ヨルシカ,34369,https://open.spotify.com/track/1rr2DJOxV0sHXeUXCAz1yf,0.762,0.595,5,-6.777,1,0.0445,0.103,4.71e-05,0.115,0.858,125.047,audio_features,1rr2DJOxV0sHXeUXCAz1yf,spotify:track:1rr2DJOxV0sHXeUXCAz1yf,https://api.spotify.com/v1/tracks/1rr2DJOxV0sHXeUXCAz1yf,https://api.spotify.com/v1/audio-analysis/1rr2DJOxV0sHXeUXCAz1yf,290289,4
105,僕のこと,Mrs. GREEN APPLE,34257,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4,0.439,0.708,7,-3.825,1,0.0528,0.0129,0.0,0.147,0.454,160.027,audio_features,0tnhoHUrHfcLi9hPknUFZ4,spotify:track:0tnhoHUrHfcLi9hPknUFZ4,https://api.spotify.com/v1/tracks/0tnhoHUrHfcLi9hPknUFZ4,https://api.spotify.com/v1/audio-analysis/0tnhoHUrHfcLi9hPknUFZ4,321307,4
106,高嶺の花子さん,back number,34144,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,0.54,0.923,9,-2.838,1,0.0623,0.066,0.0,0.124,0.343,137.977,audio_features,2jdbZGFp8KVTuk0YxDNL4l,spotify:track:2jdbZGFp8KVTuk0YxDNL4l,https://api.spotify.com/v1/tracks/2jdbZGFp8KVTuk0YxDNL4l,https://api.spotify.com/v1/audio-analysis/2jdbZGFp8KVTuk0YxDNL4l,294813,4
107,Renegades,ONE OK ROCK,33721,https://open.spotify.com/track/3RpFwqdROrxJvHywpT1pJ4,0.534,0.842,5,-4.279,0,0.0567,0.00108,0.000321,0.117,0.342,153.946,audio_features,3RpFwqdROrxJvHywpT1pJ4,spotify:track:3RpFwqdROrxJvHywpT1pJ4,https://api.spotify.com/v1/tracks/3RpFwqdROrxJvHywpT1pJ4,https://api.spotify.com/v1/audio-analysis/3RpFwqdROrxJvHywpT1pJ4,244538,4
108,まちがいさがし,Masaki Suda,33549,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo,0.534,0.642,2,-5.568,1,0.0372,0.523,0.0,0.39,0.443,155.921,audio_features,55Ww4Pa1iIQMhh0MLMetjo,spotify:track:55Ww4Pa1iIQMhh0MLMetjo,https://api.spotify.com/v1/tracks/55Ww4Pa1iIQMhh0MLMetjo,https://api.spotify.com/v1/audio-analysis/55Ww4Pa1iIQMhh0MLMetjo,223640,4
109,ノーダウト,Official HIGE DANdism,33463,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,0.574,0.936,2,-3.185,1,0.0701,0.0585,0.0,0.336,0.792,149.954,audio_features,5DMEvbg3gUmiR5HIBWdveV,spotify:track:5DMEvbg3gUmiR5HIBWdveV,https://api.spotify.com/v1/tracks/5DMEvbg3gUmiR5HIBWdveV,https://api.spotify.com/v1/audio-analysis/5DMEvbg3gUmiR5HIBWdveV,202395,4
110,のびしろ,Creepy Nuts,33340,https://open.spotify.com/track/3bbIIVIwBoLqVcLebiEJFo,0.669,0.928,11,-2.926,0,0.0699,0.252,0.0,0.0686,0.963,174.004,audio_features,3bbIIVIwBoLqVcLebiEJFo,spotify:track:3bbIIVIwBoLqVcLebiEJFo,https://api.spotify.com/v1/tracks/3bbIIVIwBoLqVcLebiEJFo,https://api.spotify.com/v1/audio-analysis/3bbIIVIwBoLqVcLebiEJFo,236840,4
111,グッバイ宣言,Chinozo,33281,https://open.spotify.com/track/2gbVuqze7bpndIy1q9rFvv,0.542,0.743,9,-11.51,0,0.0781,0.0324,0.0,0.267,0.916,169.916,audio_features,2gbVuqze7bpndIy1q9rFvv,spotify:track:2gbVuqze7bpndIy1q9rFvv,https://api.spotify.com/v1/tracks/2gbVuqze7bpndIy1q9rFvv,https://api.spotify.com/v1/audio-analysis/2gbVuqze7bpndIy1q9rFvv,172791,3
112,One Last Kiss,Hikaru Utada,33238,https://open.spotify.com/track/5RhWszHMSKzb7KiXk4Ae0M,0.592,0.54,8,-11.249,0,0.0587,0.692,0.00187,0.0965,0.354,111.955,audio_features,5RhWszHMSKzb7KiXk4Ae0M,spotify:track:5RhWszHMSKzb7KiXk4Ae0M,https://api.spotify.com/v1/tracks/5RhWszHMSKzb7KiXk4Ae0M,https://api.spotify.com/v1/audio-analysis/5RhWszHMSKzb7KiXk4Ae0M,252027,4
113,HAPPY BIRTHDAY,back number,32983,https://open.spotify.com/track/4FMz2RFrbDGzJO7K4D0vS3,0.482,0.602,11,-4.365,1,0.0303,0.0702,0.0,0.0677,0.535,145.988,audio_features,4FMz2RFrbDGzJO7K4D0vS3,spotify:track:4FMz2RFrbDGzJO7K4D0vS3,https://api.spotify.com/v1/tracks/4FMz2RFrbDGzJO7K4D0vS3,https://api.spotify.com/v1/audio-analysis/4FMz2RFrbDGzJO7K4D0vS3,258333,4
114,ブルーベリー・ナイツ,Macaroni Empitsu,32974,https://open.spotify.com/track/2UdvMWk0Z83lMJPbawy2Sm,0.66,0.865,5,-3.642,1,0.0277,0.278,0.0,0.0931,0.772,106.008,audio_features,2UdvMWk0Z83lMJPbawy2Sm,spotify:track:2UdvMWk0Z83lMJPbawy2Sm,https://api.spotify.com/v1/tracks/2UdvMWk0Z83lMJPbawy2Sm,https://api.spotify.com/v1/audio-analysis/2UdvMWk0Z83lMJPbawy2Sm,244869,4
115,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,32747,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4
116,10月無口な君を忘れる,あたらよ,32701,https://open.spotify.com/track/006u4CXVO2cusq08RrMElQ,0.262,0.47,5,-4.663,1,0.0433,0.0429,0.0,0.236,0.307,75.096,audio_features,006u4CXVO2cusq08RrMElQ,spotify:track:006u4CXVO2cusq08RrMElQ,https://api.spotify.com/v1/tracks/006u4CXVO2cusq08RrMElQ,https://api.spotify.com/v1/audio-analysis/006u4CXVO2cusq08RrMElQ,332286,4
